SID,SNAME,SEX,HEIGHT,BDATE,DORM
04036921,周映芊,女,162.63,2004-12-08,东2舍940
04036931,李英瑷,女,162.58,2005-06-03,西2舍914
04036941,彭亭真,女,162.28,2004-10-25,西2舍434
04036950,丘纲擎,男,181.0,2004-03-09,东1舍518
04036961,何枫雅,女,178.48,2004-08-04,西1舍402
04036970,辛韵诚,男,167.0,2004-06-15,北1舍104
04036980,杨凌书,男,163.0,2004-03-21,西2舍607
04036990,武东康,男,186.0,2003-09-27,东1舍201
04037000,廖轩泽,男,171.0,2004-11-07,西2舍105
04037011,杜瑗爽,女,163.91,2004-06-19,东1舍126
04037020,曹圣魏,男,180.0,2004-03-16,东1舍836
04037030,成贯升,男,184.0,2004-06-08,东2舍103
04037041,林婷令,女,170.95,2004-03-06,西2舍636
04037051,陈露巧,女,171.17,2004-11-03,北2舍920
04037061,刘傲妍,女,165.66,2004-03-31,北2舍710
04037071,齐香苑,女,156.81,2004-11-05,东2舍225
04037080,张福振,男,168.0,2004-09-14,北1舍621
04037090,叶康凌,男,164.0,2004-06-28,北2舍716
04037100,孙森永,男,173.0,2004-05-23,东2舍936
04037111,杨雁菊,女,167.14,2004-07-04,西1舍912
04037120,方奕彬,男,186.0,2004-09-28,西1舍917
04037130,杨臣希,男,178.0,2004-05-03,西2舍640
04037140,王密瀚,男,169.0,2004-04-29,西1舍820
04037150,张鹰茂,男,176.0,2004-03-26,南2舍802
04037161,刘瑶萱,女,159.98,2004-08-19,南2舍133
04037170,陈贯敖,男,173.0,2004-06-22,西1舍136
04037180,熊棋谱,男,181.0,2004-05-28,东2舍407
04037190,刘朕骢,男,176.0,2004-06-05,东2舍513
04037200,吕示希,男,172.0,2004-05-08,北1舍527
04037211,张煜娜,女,163.71,2005-03-27,东2舍506
04037220,赵瑾晞,男,166.0,2004-03-11,西1舍506
04037231,王霜娣,女,165.6,2004-10-27,北2舍111
04037241,杜柔萱,女,156.94,2004-01-23,西2舍626
04037250,李齐均,男,168.0,2004-12-01,北1舍136
04037261,王葵颜,女,159.24,2004-05-28,北1舍902
04037270,余宸超,男,170.0,2004-10-13,东2舍922
04037281,郎念宛,女,168.25,2004-11-12,西1舍331
04037291,张眉柳,女,158.17,2004-06-28,北2舍304
04037300,郭轼溯,男,172.0,2004-03-06,东1舍911
04037310,杨单竹,男,166.0,2004-11-12,东2舍703
04037321,牛韵璧,女,154.25,2004-06-14,南1舍519
04037330,徐衍材,男,172.0,2004-07-26,北2舍706
04037340,徐照凰,男,178.0,2004-07-10,南1舍801
04037350,刘伟之,男,178.0,2004-02-07,东2舍601
04037360,胡宸洲,男,166.0,2004-01-13,南2舍717
04037371,邓念芥,女,161.08,2004-04-30,西1舍512
04037380,孙峻珑,男,173.0,2004-09-07,西2舍504
04037391,侯奕松,女,157.76,2004-06-01,东1舍834
04037400,罗泉瀛,男,185.0,2004-02-26,东2舍836
04037410,王骢单,男,168.0,2004-01-08,西1舍806
04037420,朱镇舱,男,174.0,2004-04-15,东1舍532
04037430,姜璟言,男,166.0,2004-07-05,东2舍626
04037440,梁泽劻,男,172.0,2004-04-15,北2舍502
04037450,谢冕志,男,163.0,2004-09-03,北1舍709
04037460,魏昂隆,男,177.0,2003-11-26,东1舍329
04037470,简旖材,男,172.0,2004-04-26,西2舍223
04037481,屈璟昕,女,176.22,2004-06-21,南1舍828
04037490,黄臣鸿,男,177.0,2003-10-26,东1舍928
04037501,张容盼,女,155.24,2003-11-08,西1舍533
04037511,曾好绿,女,159.19,2005-09-26,南1舍933
04037521,李自荫,女,161.64,2005-01-13,北1舍139
04037530,贾韦榜,男,167.0,2004-01-10,东2舍115
04037540,林殿森,男,184.0,2004-04-01,西1舍224
04037551,张任桃,女,157.48,2004-03-24,南2舍616
04037561,陈雅纨,女,171.95,2005-04-25,东1舍234
04037570,丁濯才,男,167.0,2004-12-17,南1舍517
04037580,王东律,男,178.0,2004-01-23,北1舍239
04037591,梁蕴育,女,144.03,2004-04-25,西1舍235
04037600,杨川竹,男,167.0,2003-10-09,西1舍628
04037611,刘叶澜,女,155.79,2004-01-19,南1舍802
04037620,孙刚臻,男,167.0,2004-10-08,东2舍410
04037631,张珂雪,女,164.81,2004-10-12,西2舍718
04037641,萧毓霎,女,170.05,2004-12-09,南1舍428
04037650,王博咏,男,166.0,2004-06-25,西2舍308
04037660,吴致社,男,171.0,2005-02-08,西1舍328
04037670,曾仑辈,男,186.0,2004-07-05,西1舍215
04037681,张采怀,女,161.55,2004-03-11,东2舍608
04037690,龙语蒲,男,168.0,2004-08-24,北2舍708
04037701,朱芸桃,女,157.9,2004-01-30,南1舍337
04037711,钱佩巧,女,165.19,2004-12-05,东1舍425
04037721,赵桑晴,女,173.08,2004-10-20,北1舍211
04037731,王碧惠,女,168.13,2003-11-15,东2舍506
04037740,赵颜鹏,男,188.0,2004-04-20,南1舍938
04037750,张蔚邦,男,193.0,2004-07-24,北1舍637
04037761,赵亭薇,女,177.63,2004-07-09,西1舍626
04037771,黄碧舞,女,164.81,2004-12-19,南1舍931
04037780,萧蒲彦,男,174.0,2004-11-19,南1舍730
04037791,袁冰凤,女,170.87,2004-06-01,北2舍302
04037800,胡帅蓝,男,164.0,2004-11-11,东2舍915
04037811,屈兰娜,女,166.85,2004-05-09,北1舍906
04037820,赖峰智,男,172.0,2004-06-27,西2舍213
04037831,衣漪珚,女,153.95,2004-07-20,西2舍537
04037840,张强咏,男,175.0,2004-06-23,南1舍423
04037850,杨逸照,男,167.0,2003-12-08,南1舍102
04037860,李铠宸,男,182.0,2004-06-22,北1舍538
04037871,吴晗诗,女,159.49,2004-12-19,西2舍312
04037881,李趣璟,女,176.95,2004-04-28,南1舍236
04037891,罗仪蓓,女,162.72,2005-04-13,西2舍603
04037901,曹馨灵,女,167.73,2005-04-14,东2舍626
04037910,周亿殿,男,163.0,2003-11-10,东2舍414
04037921,罗书桃,女,169.51,2003-12-08,南1舍226
04037931,黄春幽,女,162.73,2005-04-16,南1舍414
04037941,杜振敏,女,155.5,2003-11-26,北2舍433
04037950,黄树祺,男,176.0,2005-03-16,西1舍138
04037961,周儿黛,女,164.29,2004-09-08,南1舍809
04037971,杨茵彤,女,175.86,2004-02-04,东1舍424
04037980,于奇示,男,185.0,2003-09-15,南2舍210
04037990,韩竹川,男,149.0,2004-09-24,南1舍112
04038000,雷若永,男,173.0,2004-01-21,南2舍623
04038011,曹琳浩,女,155.79,2004-10-25,东2舍920
04038021,李蓉瑗,女,168.29,2004-06-24,西2舍610
04038031,杨芃帆,女,168.85,2004-10-14,南2舍624
04038041,唐沁彦,女,168.89,2004-02-18,北1舍509
04038050,赵聚谊,男,168.0,2004-04-08,北2舍223
04038060,高儒均,男,165.0,2004-06-12,南1舍308
04038071,张葵瑷,女,168.96,2003-12-19,南1舍236
04038081,赵莉普,女,165.9,2003-12-18,东2舍824
04038090,马驾翰,男,171.0,2004-02-16,南1舍937
04038100,周昭中,男,178.0,2003-10-18,南1舍838
04038111,梁连璇,女,163.87,2005-04-03,南1舍106
04038120,梁敬单,男,172.0,2003-11-17,西1舍639
04038131,徐纹佳,女,160.28,2004-04-15,西1舍522
04038141,王桑寻,女,174.54,2004-01-15,北1舍602
04038151,孙尔易,女,157.21,2005-03-20,南2舍832
04038160,刘仑君,男,161.0,2004-07-08,西2舍732
04038170,何皓均,男,171.0,2005-06-04,西2舍204
04038181,李振菊,女,164.71,2004-04-03,西1舍901
04038191,聂凤紫,女,159.88,2004-12-04,南1舍408
04038200,赵旲佳,男,173.0,2004-08-11,东2舍914
04038210,李船尧,男,178.0,2003-10-13,南2舍133
04038221,张籁文,女,161.31,2004-10-06,南2舍329
04038231,王念连,女,152.98,2004-10-10,西2舍534
04038240,张乒群,男,170.0,2004-11-07,南1舍820
04038251,李蓓雅,女,164.21,2004-07-31,西1舍101
04038260,郭禅奎,男,179.0,2004-04-15,东1舍927
04038271,芦秋源,女,172.95,2004-05-18,东2舍131
04038281,罗忆姝,女,157.92,2004-12-13,东1舍438
04038291,陈霞洲,女,174.7,2004-11-08,东2舍531
04038300,孙正理,男,175.0,2004-09-04,北1舍604
04038311,刘洛容,女,156.03,2003-12-31,东2舍824
04038321,李妍烷,女,152.54,2004-07-30,南1舍306
04038331,马纯荫,女,172.52,2004-08-04,西2舍436
04038341,乔镱毓,女,168.45,2004-10-09,东1舍633
04038350,阎清承,男,179.0,2004-05-11,北1舍602
04038361,盛儿影,女,166.56,2004-06-01,北2舍439
04038370,张珑飒,男,168.0,2004-12-13,西2舍140
04038380,姜颜帅,男,165.0,2004-12-08,西1舍804
04038390,吴澈材,男,178.0,2004-06-28,西2舍625
04038401,臧籁藐,女,156.06,2004-04-04,南1舍907
04038410,孙宸章,男,179.0,2005-10-28,北2舍708
04038420,李洋焘,男,185.0,2004-07-02,北2舍624
04038430,周骢强,男,167.0,2004-08-26,南1舍830
04038441,卜彤幽,女,166.81,2003-11-12,东2舍514
04038450,沈基骢,男,174.0,2004-09-16,南2舍811
04038460,谢旲越,男,174.0,2004-07-25,南1舍114
04038470,张密群,男,171.0,2004-07-05,南2舍631
04038481,李笑桑,女,166.18,2004-05-06,南2舍830
04038490,沈旷材,男,182.0,2004-06-20,西1舍104
04038501,张园琪,女,163.23,2005-02-19,西2舍732
04038511,聂玮敏,女,162.78,2004-01-06,南2舍110
04038520,顾书迈,男,178.0,2004-05-24,北1舍121
04038531,朱萍岚,女,162.38,2004-02-13,西2舍114
04038541,杨旭好,女,157.88,2005-02-02,西2舍816
04038550,赵升利,男,173.0,2005-03-11,西1舍132
04038561,范然敏,女,149.4,2004-02-29,南2舍832
04038571,邵桑晋,女,154.65,2003-11-17,东1舍303
04038581,张镱凤,女,168.51,2004-05-08,南1舍809
04038590,陆昴仑,男,172.0,2004-06-20,北1舍911
04038600,苗澜淼,男,174.0,2004-07-10,北1舍938
04038610,杨逸来,男,167.0,2004-11-15,东1舍329
04038621,何灿萍,女,166.68,2004-12-23,南1舍606
04038631,王烨惜,女,167.89,2004-04-25,南1舍706
04038641,米璐蓉,女,157.77,2004-10-11,西1舍808
04038651,马灿育,女,172.1,2004-05-11,北1舍806
04038660,欧瀛震,男,176.0,2005-05-17,东2舍509
04038670,马瑜飒,男,171.0,2004-03-11,西1舍108
04038680,黄密韬,男,190.0,2004-05-09,东2舍721
04038690,王祺殿,男,171.0,2004-12-03,北1舍436
04038700,于基业,男,178.0,2004-08-25,北2舍803
04038711,李漫虞,女,160.08,2005-04-18,南1舍537
04038721,杨楚琰,女,156.15,2004-11-07,南1舍726
04038731,王涵听,女,168.16,2004-10-10,东1舍614
04038741,姜丝佑,女,175.04,2004-05-12,北1舍202
04038751,李菲阳,女,158.41,2005-05-14,南1舍704
04038761,林萁翠,女,154.26,2004-07-27,南1舍534
04038771,任语烷,女,172.82,2004-02-29,南1舍416
04038781,朱越桂,女,158.81,2004-03-26,南2舍701
04038790,韩诗彰,男,161.0,2005-05-13,东2舍721
04038800,刘承涛,男,173.0,2003-11-19,西1舍104
04038811,米鸥银,女,155.4,2004-03-18,北1舍230
04038821,凌葵霞,女,173.29,2004-06-26,北1舍317
04038831,邓木盼,女,167.49,2004-06-01,南1舍326
04038841,吴维鹤,女,166.09,2004-03-25,南1舍324
04038851,吴芫念,女,157.09,2004-07-28,北1舍637
04038861,储叶乐,女,162.68,2004-08-16,西2舍639
04038870,植衍振,男,156.0,2004-09-04,西2舍303
04038880,李群蒲,男,181.0,2004-05-07,南2舍914
04038890,张辉峰,男,174.0,2004-05-11,北2舍723
04038900,陈高腾,男,174.0,2004-07-26,北2舍526
04038910,郭立泉,男,171.0,2004-01-05,北1舍239
04038921,许萍春,女,155.25,2004-01-30,北1舍211
04038931,刘诗任,女,169.61,2004-02-21,东1舍133
04038941,谢惠冉,女,165.65,2005-02-07,西1舍504
04038950,刘锐敬,男,167.0,2004-04-02,东1舍507
04038960,张谦纲,男,173.0,2004-10-10,南2舍606
04038970,马晟嘉,男,173.0,2003-12-29,东1舍918
04038980,陈阳宝,男,158.0,2004-05-15,东1舍122
04038990,张攸驾,男,174.0,2003-12-16,西2舍210
04039001,苏冬维,女,161.99,2004-11-16,西1舍615
04039010,袁玫承,男,189.0,2004-06-06,东1舍528
04039021,王光珚,女,163.28,2004-12-11,北2舍234
04039031,朱曦盼,女,157.88,2004-05-30,东2舍431
04039040,贺攸纲,男,166.0,2004-10-03,西2舍435
04039050,潘韵伦,男,171.0,2004-07-05,南2舍220
04039061,于会莺,女,156.49,2004-10-10,西1舍113
04039070,张钟彬,男,166.0,2004-09-16,东1舍524
04039081,尹珂靖,女,165.74,2004-09-01,北2舍111
04039090,刘诤瀛,男,175.0,2004-03-19,南2舍420
04039100,黄全真,男,177.0,2003-10-07,西2舍631
04039111,陈冰枫,女,173.05,2004-07-18,南2舍829
04039121,夏素晶,女,169.45,2004-08-19,东2舍101
04039130,谭睿宏,男,185.0,2004-08-12,南1舍631
04039141,罗正妍,女,152.05,2004-09-30,南1舍435
04039150,芦谊炎,男,173.0,2004-02-16,东1舍201
04039161,刘龙双,女,153.88,2004-09-05,东1舍122
04039170,张密乐,男,178.0,2003-11-16,西2舍222
04039181,王烷昭,女,167.81,2004-10-15,西2舍405
04039191,张可泽,女,173.78,2004-07-26,北2舍214
04039200,刘璥辰,男,169.0,2004-06-26,西1舍112
04039211,王逸涵,女,164.73,2004-09-23,南1舍604
04039220,王蔚珑,男,179.0,2004-04-22,南1舍714
04039231,张宁珠,女,152.01,2004-03-27,东1舍340
04039240,党康钧,男,181.0,2004-03-23,北2舍707
04039251,张梅趣,女,160.54,2004-06-29,东1舍108
04039260,李船澜,男,170.0,2004-07-13,北1舍215
04039271,王槽梅,女,175.51,2004-03-05,南1舍840
04039281,毛优钰,女,158.27,2004-06-23,南1舍807
04039291,袁璧笑,女,162.57,2004-10-19,西1舍223
04039300,王睿乒,男,168.0,2005-01-05,南1舍210
04039311,丘痴瑶,女,165.01,2004-07-06,东1舍211
04039321,石娜冬,女,169.95,2005-01-05,西2舍108
04039330,张殿聚,男,175.0,2004-05-13,南1舍715
04039340,吴隆霖,男,170.0,2005-01-30,东1舍722
04039350,林濮君,男,172.0,2004-11-01,南2舍813
04039361,林南浩,女,169.2,2004-04-03,北2舍940
04039371,罗颢语,女,154.74,2004-05-25,东2舍433
04039381,冯贞黛,女,159.38,2004-06-30,东1舍640
04039390,成乾苗,男,165.0,2004-10-31,北2舍103
04039400,吴舱贯,男,176.0,2004-07-01,南1舍619
04039411,刘琰万,女,153.52,2004-04-14,北1舍518
04039420,朱世颁,男,176.0,2004-03-01,西2舍123
04039431,朱枫樱,女,147.95,2004-07-01,南1舍920
04039441,崔苒自,女,156.17,2003-08-09,南1舍315
04039451,任芃虹,女,155.82,2005-06-24,东2舍727
04039461,吴昕莓,女,168.65,2005-04-10,北1舍702
04039470,杨浪朋,男,159.0,2004-07-10,东1舍437
04039480,徐义琦,男,175.0,2004-12-25,东1舍506
04039491,陈琶霜,女,159.18,2004-10-26,北2舍311
04039501,杨芹焓,女,162.97,2004-09-19,南1舍404
04039511,刘碧怡,女,168.7,2004-09-19,西1舍320
04039521,蔡籁昕,女,164.43,2004-04-17,西2舍904
04039530,吴鹰照,男,179.0,2004-06-09,北2舍205
04039541,张素驰,女,159.39,2004-03-16,东1舍329
04039550,杨棋谱,男,168.0,2004-09-17,西2舍326
04039561,张宁美,女,161.47,2004-03-01,西1舍628
04039570,刘辉韦,男,173.0,2004-07-17,北2舍304
04039581,王瑜煊,女,170.15,2004-10-22,北2舍721
04039590,杨伟尧,男,177.0,2004-11-28,北1舍328
04039601,郭玲趣,女,159.44,2004-04-25,北1舍306
04039611,王俏贻,女,164.1,2005-02-08,东1舍214
04039620,余璟洋,男,167.0,2003-12-07,西2舍734
04039630,董燏垒,男,173.0,2004-04-28,南1舍230
04039641,李熙葵,女,155.93,2004-05-05,东2舍529
04039651,许钰煜,女,158.86,2004-05-08,东1舍222
04039660,欧迈鹏,男,167.0,2005-01-10,东2舍601
04039671,潘婷龙,女,146.28,2004-08-03,北1舍221
04039680,冯克军,男,168.0,2004-09-01,东1舍407
04039690,于凌之,男,167.0,2004-02-21,南2舍831
04039701,杨鸣烷,女,163.98,2004-03-22,东1舍436
04039711,程姣紫,女,161.51,2004-05-17,西2舍328
04039721,林琦蓝,女,169.37,2004-10-28,西2舍901
04039731,葛思潼,女,141.25,2003-09-05,北2舍205
04039740,冯礼浣,男,184.0,2003-11-04,南2舍903
04039751,程诺静,女,168.55,2004-10-20,西2舍921
04039761,郝雨瑗,女,156.41,2003-04-03,西1舍317
04039770,徐凰义,男,185.0,2004-06-23,西1舍133
04039780,李丞昴,男,165.0,2004-04-23,北1舍935
04039790,揭辉影,男,173.0,2005-02-19,西1舍404
04039801,王杭妹,女,162.64,2004-09-09,南1舍536
04039811,傅璐路,女,170.27,2004-07-03,东1舍324
04039820,余曦咏,男,167.0,2004-07-16,南1舍729
04039831,刘仪欢,女,167.57,2004-12-11,北1舍615
04039840,吴智武,男,181.0,2004-04-19,西2舍732
04039851,刘叶茗,女,156.18,2004-07-26,西1舍523
04039860,蔡喆岑,男,172.0,2004-04-05,北2舍334
04039871,谭梓姝,女,166.75,2004-08-31,西1舍410
04039880,张迅茂,男,175.0,2004-12-26,西2舍107
04039891,王诺倚,女,165.5,2004-09-18,南2舍212
04039901,张维自,女,153.93,2004-10-27,北1舍717
04039911,刘聪香,女,163.03,2004-05-28,西1舍704
04039921,刘允杏,女,158.14,2004-11-04,西2舍227
04039930,李昊瑎,男,182.0,2004-02-18,南1舍414
04039941,王峥荷,女,168.1,2003-09-13,南1舍801
04039950,王伟卿,男,171.0,2004-07-06,北2舍410
04039960,李寒毅,男,178.0,2004-08-04,西1舍902
04039971,徐晓黛,女,167.69,2004-07-01,西1舍520
04039980,朱华影,男,179.0,2005-03-11,南1舍516
04039991,赵紫易,女,156.52,2004-12-10,南1舍418
04040001,陈叶风,女,169.14,2003-07-10,北1舍223
04040010,张衡宸,男,177.0,2004-04-02,东2舍603
04040020,李昊阔,男,169.0,2004-03-26,东1舍727
04040030,宋冕杰,男,177.0,2004-07-16,西2舍434
04040041,王尔蔚,女,151.8,2004-02-24,西1舍918
04040050,周垒争,男,174.0,2004-04-28,东1舍308
04040061,张楠荣,女,159.21,2004-08-25,西1舍118
04040070,姜澜州,男,175.0,2005-04-05,北1舍219
04040080,安河胜,男,177.0,2004-07-20,北2舍710
04040091,陈任艺,女,164.52,2004-05-10,南2舍712
04040100,龚毅航,男,180.0,2004-05-08,西2舍426
04040111,李敏烷,女,155.66,2004-06-24,北1舍428
04040121,郭冰梅,女,154.09,2004-05-26,西2舍731
04040130,郭茂缜,男,173.0,2004-06-23,东2舍132
04040141,李筱冉,女,159.21,2004-02-28,西2舍223
04040151,李娣柔,女,165.54,2004-02-23,东1舍622
04040161,李伊影,女,156.11,2004-01-05,北2舍627
04040170,单马海,男,170.0,2004-03-09,东2舍909
04040180,罗震澎,男,163.0,2004-04-24,北2舍738
04040191,高媛夏,女,168.78,2004-10-12,南1舍410
04040200,周豪颁,男,170.0,2004-12-30,南2舍213
04040211,彭焓华,女,164.42,2004-10-04,东2舍639
04040220,吴友凯,男,170.0,2004-09-03,北2舍322
04040231,李萌伊,女,180.69,2004-02-22,西1舍112
04040241,孙依彨,女,161.89,2004-01-28,西2舍537
04040250,王溪阳,男,170.0,2004-08-29,西2舍222
04040261,唐嫦柏,女,161.84,2004-09-28,北1舍740
04040270,邢鸿船,男,159.0,2005-05-24,南2舍220
04040281,马寻烨,女,166.63,2004-10-17,北2舍433
04040291,商晨琰,女,174.98,2004-04-06,西1舍435
04040300,程丞钟,男,173.0,2004-07-21,南1舍129
04040310,李光铠,男,175.0,2005-02-17,西1舍328
04040320,马光星,男,170.0,2004-07-20,南2舍907
04040330,李劻柏,男,176.0,2004-06-27,西1舍303
04040340,刘光韬,男,163.0,2004-08-25,东1舍522
04040351,吴优容,女,150.37,2004-09-14,东1舍315
04040361,李人连,女,174.3,2005-03-17,西1舍432
04040370,傅玫和,男,172.0,2004-08-18,北1舍934
04040380,杨示恬,男,179.0,2004-01-23,东1舍524
04040390,曹科腾,男,162.0,2004-09-29,西2舍831
04040400,王清漾,男,184.0,2004-07-25,西2舍925
04040410,张鹰澔,男,177.0,2003-12-02,西2舍134
04040421,张露漪,女,151.04,2004-08-28,南1舍616
04040430,杨基博,男,168.0,2004-08-20,西1舍720
04040441,黄淑暄,女,168.78,2004-06-05,南1舍436
04040451,牛洛自,女,156.0,2004-06-27,北1舍935
04040460,范钟瀚,男,186.0,2003-11-21,南1舍138
04040471,曾纯灿,女,154.07,2003-05-25,南1舍528
04040481,潘槐蕾,女,155.76,2004-06-01,西2舍608
04040491,王俏慧,女,155.82,2003-08-17,东2舍630
04040500,周鸿佚,男,170.0,2004-08-30,西2舍140
04040511,祁依婵,女,163.9,2004-06-13,南1舍321
04040520,戴雨竣,男,167.0,2004-09-04,南2舍802
04040530,赖歌钊,男,172.0,2004-11-27,南1舍922
04040540,白俊亭,男,168.0,2004-09-22,南1舍418
04040550,邓福胜,男,160.0,2004-10-24,西2舍822
04040560,张晟辰,男,169.0,2004-10-14,北1舍718
04040570,金万轼,男,195.0,2004-07-24,东1舍424
04040581,陈欣寻,女,164.77,2004-10-20,东2舍920
04040590,黄礼掣,男,181.0,2004-08-17,北1舍925
04040601,孟梦萍,女,152.56,2005-05-13,东2舍221
04040611,周彦珍,女,161.7,2003-11-09,南1舍715
04040621,张茵妮,女,162.51,2003-10-25,北1舍740
04040631,陈妍龙,女,157.44,2004-03-09,北1舍233
04040641,张樱佑,女,161.85,2004-12-13,北1舍911
04040651,林柔柔,女,151.27,2003-09-05,南1舍907
04040660,刘臻云,男,178.0,2003-11-21,北1舍237
04040670,董蓝蒲,男,173.0,2005-06-21,南2舍739
04040680,姜祺朕,男,189.0,2004-09-04,东2舍421
04040690,周高聚,男,186.0,2004-06-06,东2舍718
04040700,刘坤掣,男,171.0,2005-01-11,东1舍906
04040711,李樱缦,女,169.94,2004-07-10,南2舍536
04040720,姚坤泉,男,172.0,2004-07-09,东2舍236
04040730,蔡含磊,男,175.0,2004-06-13,北1舍221
04040741,张颖筠,女,180.18,2003-10-16,西1舍531
04040750,徐乾燏,男,172.0,2004-02-11,南2舍207
04040761,孙桃婉,女,182.62,2005-01-17,东2舍510
04040770,宋阔仑,男,172.0,2005-02-15,南1舍534
04040781,刘娜棉,女,165.9,2003-12-09,西2舍332
04040790,张中筠,男,172.0,2005-03-25,北1舍810
04040801,张芳颜,女,160.35,2004-09-27,南2舍119
04040811,张纹淑,女,154.09,2003-11-07,北2舍823
04040820,张飒平,男,180.0,2004-06-20,南2舍712
04040831,王筠珞,女,155.46,2004-04-18,东2舍805
04040841,王冬婉,女,167.06,2005-03-09,西1舍403
04040850,刘志森,男,170.0,2004-06-16,南1舍210
04040860,袁充森,男,170.0,2004-05-14,西2舍331
04040871,李翠桃,女,165.04,2004-12-17,北1舍436
04040881,郭书哲,女,163.21,2004-09-18,南2舍505
04040890,洪乐铸,男,172.0,2004-08-30,西2舍718
04040900,童俊敬,男,175.0,2004-02-12,西1舍506
04040911,李云卓,女,173.04,2003-12-12,西2舍128
04040920,王磊元,男,182.0,2005-01-27,东1舍814
04040930,姜柒鑫,男,178.0,2003-12-07,西2舍401
04040940,袁智军,男,177.0,2004-07-26,西2舍639
04040950,阎光高,男,181.0,2005-02-07,西1舍122
04040961,乔丹影,女,169.53,2004-10-09,东2舍509
04040970,江喆忠,男,175.0,2004-03-08,东2舍740
04040981,何超伟,女,173.92,2004-07-31,北2舍802
04040991,庄鸣哲,女,165.03,2004-05-17,南1舍308
04041001,陈彤萍,女,155.25,2004-08-24,北1舍919
04041011,王嫦娣,女,156.93,2004-06-15,西2舍327
04041021,李滢月,女,167.39,2004-07-31,西2舍615
04041031,刘荣洛,女,169.74,2004-05-30,北1舍510
04041040,张琪频,男,170.0,2003-10-01,西1舍336
04041051,胡怀虹,女,171.78,2004-05-11,北1舍911
04041060,樊乔盛,男,181.0,2004-02-01,南2舍425
04041070,李时中,男,178.0,2004-01-14,东1舍320
04041081,周华琶,女,161.96,2005-03-14,南1舍706
04041090,王密昱,男,171.0,2004-06-10,北1舍536
04041100,王颜文,男,169.0,2004-09-07,东1舍434
04041111,李冉晴,女,158.95,2004-05-03,北2舍706
04041121,刘馨怜,女,170.5,2005-07-08,西1舍627
04041130,张岑益,男,179.0,2004-06-26,南2舍212
04041141,陈瑷莎,女,160.97,2004-05-22,南2舍815
04041151,魏维潼,女,161.92,2003-09-27,西2舍640
04041161,高霄芳,女,155.42,2004-04-16,西1舍401
04041170,时基贵,男,177.0,2004-08-21,北2舍717
04041181,吴育梓,女,159.19,2005-02-13,西2舍123
04041191,刘路丝,女,166.45,2004-01-08,东1舍921
04041201,黄会艺,女,159.66,2005-02-15,东2舍622
04041210,刘晞衍,男,178.0,2003-09-07,南2舍109
04041220,杨旖船,男,171.0,2004-05-14,东2舍540
04041231,李觅颜,女,162.86,2004-07-05,南2舍407
04041241,祝瑶辰,女,161.27,2004-12-09,南2舍718
04041251,郭聪瑷,女,163.68,2005-02-18,北2舍204
04041261,黄亭静,女,165.84,2004-03-13,西2舍134
04041270,杨映亭,男,168.0,2004-09-27,西1舍925
04041280,张璥炎,男,181.0,2004-02-19,北1舍117
04041291,黄扬玉,女,161.42,2005-02-20,东2舍433
04041301,贾煜趣,女,151.93,2004-04-19,南1舍914
04041311,陈海暄,女,162.18,2005-04-10,南1舍505
04041321,孟蝶正,女,152.25,2004-06-11,东1舍438
04041331,段奕偀,女,163.06,2004-08-03,东2舍501
04041341,邵伊曼,女,155.06,2004-06-13,北2舍413
04041351,骆泽棉,女,159.98,2004-02-27,西1舍606
04041360,郑奕聪,男,163.0,2003-10-10,南1舍235
04041370,李烨劭,男,179.0,2003-12-10,北1舍227
04041380,张炎浪,男,177.0,2004-02-24,东2舍108
04041390,张豪沧,男,177.0,2004-01-22,南2舍738
04041401,王潇晓,女,169.51,2004-12-02,北1舍913
04041410,左达充,男,179.0,2003-09-11,北1舍302
04041420,方烨景,男,175.0,2004-12-10,南2舍533
04041430,刘澜劭,男,180.0,2004-12-05,东1舍939
04041441,王颖兰,女,165.83,2004-04-17,北1舍517
04041451,孙荫嘉,女,174.45,2004-04-05,北2舍717
04041461,郑鹃佩,女,158.36,2004-02-25,南2舍233
04041470,李昌南,男,175.0,2004-04-21,西1舍117
04041480,王立劭,男,173.0,2004-03-03,南1舍212
04041490,刘瑜冰,男,178.0,2004-02-09,南2舍124
04041500,张浩魏,男,177.0,2004-08-13,南1舍727
04041510,焦耀谚,男,186.0,2004-01-04,南2舍735
04041521,鲍娅芫,女,171.71,2004-10-06,南2舍731
04041531,廖茵荷,女,153.56,2004-07-03,南1舍219
04041541,蔡芯燕,女,158.34,2003-12-29,东1舍609
04041551,师芥峥,女,165.15,2004-11-14,北1舍616
04041561,殷冬芊,女,153.49,2004-06-29,西1舍526
04041571,赵卉鸾,女,169.95,2004-09-16,南2舍109
04041580,吴衍炎,男,178.0,2004-04-06,北2舍520
04041590,陈州峻,男,171.0,2004-02-15,东2舍836
04041600,陈殿生,男,172.0,2004-08-07,南2舍103
04041611,孙霞沛,女,149.92,2004-06-25,东2舍108
04041621,覃瑷痴,女,164.28,2004-01-16,北2舍506
04041630,李泽昂,男,172.0,2004-09-13,东1舍815
04041640,张蔚禛,男,182.0,2004-04-07,西1舍905
04041650,闻钧永,男,175.0,2004-06-05,东2舍323
04041661,王缦薇,女,164.87,2004-07-09,西1舍720
04041671,张俏儿,女,149.54,2004-07-26,南1舍705
04041681,韦淑倚,女,163.76,2003-09-12,南2舍507
04041690,阮坤杭,男,173.0,2004-05-28,西1舍912
